"
Montpellier
","
Bastia
"
Starting XI
16,G. Jourdren,[],16,J. Leca,[]
24,J. Roussillon,"[('yellow-card', ""37'"")]",17,L. Rose,[]
4,Hilton,[],23,A. Djiku,"[('red-card', ""90'+"")]"
25,M. Deplagne,"[('yellow-card', ""90'"")]",29,G. Cioni,[]
12,L. Pokorný,[],28,F. Marange,[]
28,S. Sessègnon,[],25,L. Coulibaly,"[('sub-out', ""81'"")]"
13,E. Skhiri,"[('yellow-card', ""19'"")]",15,P. Oniangué,"[('yellow-card', ""31'""), ('sub-out', ""76'"")]"
10,R. Boudebouz,[],10,A. Saint-Maximin,[]
7,P. Lasne,"[('sub-out', ""61'"")]",18,Y. Cahuzac,[]
19,S. Camara,"[('sub-out', ""61'"")]",27,E. Crivelli,[]
15,S. Mounié,"[('sub-out', ""81'"")]",2,S. Diallo,"[('sub-out', ""39'"")]"
