"
Guingamp
","
PSG
"
Starting XI
1,K. Johnsson,[],16,A. Areola,[]
29,C. Kerbrat,[],20,L. Kurzawa,[]
3,Fernando Marçal,[],2,Thiago Silva,[]
15,J. Sorbon,[],5,Marquinhos,[]
2,J. Ikoko,[],19,S. Aurier,[]
24,M. Coco,[],8,T. Motta,"[('sub-out', ""46'"")]"
12,N. De Pauw,"[('sub-out', ""79'"")]",6,M. Verratti,[]
8,L. Deaux,[],24,C. Nkunku,"[('sub-out', ""72'"")]"
5,M. Diallo,[],11,Á. di María,"[('sub-out', ""62'"")]"
19,Y. Salibur,[],14,B. Matuidi,[]
23,J. Briand,[],9,E. Cavani,[]
