"
Hoffenheim
","
Darmstadt 98
"
Starting XI
1,O. Baumann,[],31,M. Esser,[]
25,N. Süle,[],32,F. Holland,[]
3,P. Kadeřábek,[],3,A. Milosevic,[]
4,E. Bičakčić,"[('yellow-card', ""75'"")]",7,A. Fedetskiy,[]
18,N. Amiri,"[('sub-out', ""74'"")]",20,M. Heller,[]
22,K. Vogt,[],34,Hamit Altıntop,"[('yellow-card', ""90'+"")]"
17,S. Zuber,[],18,P. Niemeyer,"[('yellow-card', ""86'"")]"
6,S. Rudy,"[('yellow-card', ""78'"")]",10,J. Rosenthal,"[('sub-out', ""33'"")]"
13,K. Demirbay,"[('yellow-card', ""22'""), ('sub-out', ""50'"")]",33,S. Sam,"[('yellow-card', ""76'"")]"
14,S. Wagner,[],8,J. Gondorf,"[('sub-out', ""75'"")]"
23,M. Terrazzino,"[('sub-out', ""65'"")]",15,T. Boyd,"[('sub-out', ""57'"")]"
