"
Eintracht Frankfurt
","
Borussia Dortmund
"
Starting XI
1,L. Hradecky,"[('yellow-card', ""90'+"")]",1,R. Weidenfeller,[]
15,M. Hector,"[('yellow-card', ""34'"")]",28,M. Ginter,[]
22,T. Chandler,[],25,S. Papastathopoulos,"[('yellow-card', ""65'"")]"
6,B. Oczipka,[],29,M. Schmelzer,"[('yellow-card', ""90'+"")]"
5,Jesús Vallejo,[],26,Ł. Piszczek,[]
19,D. Abraham,[],27,G. Castro,"[('yellow-card', ""74'"")]"
20,M. Hasebe,[],33,J. Weigl,"[('sub-out', ""58'"")]"
8,S. Huszti,"[('sub-out', ""82'"")]",10,M. Götze,[]
10,M. Fabián,"[('yellow-card', ""45'+""), ('sub-out', ""90'+"")]",21,A. Schürrle,"[('sub-out', ""58'"")]"
11,M. Gaćinović,"[('yellow-card', ""90'"")]",20,A. Ramos,"[('sub-out', ""58'"")]"
14,A. Meier,"[('sub-out', ""71'"")]",17,P. Aubameyang,[]
