"
Celta de Vigo
","
Málaga
"
Starting XI
13,Rubén Blanco,[],1,C. Kameni,[]
2,Hugo Mallo,[],18,R. Rosales,[]
19,Jonny Castro,[],7,Juan Carlos,"[('yellow-card', ""90'"")]"
22,G. Cabral,[],4,M. Villanueva,[]
3,Fontàs,[],23,Miguel Torres,"[('sub-out', ""12'"")]"
6,N. Radoja,"[('sub-out', ""85'"")]",6,Ignacio Camacho,"[('yellow-card', ""77'"")]"
18,D. Wass,[],31,Pablo Fornals,"[('yellow-card', ""29'""), ('sub-out', ""56'"")]"
5,M. Díaz,[],11,G. Castro,"[('sub-out', ""79'"")]"
10,Iago Aspas,[],14,Recio,"[('yellow-card', ""49'"")]"
9,J. Guidetti,"[('sub-out', ""64'"")]",8,Michael Santos,[]
7,T. Bongonda,"[('sub-out', ""70'"")]",19,Sandro Ramírez,[]
