"
Burnley
","
AFC Bournemouth
"
Starting XI
1,T. Heaton,[],1,A. Boruc,[]
23,S. Ward,[],3,S. Cook,[]
6,B. Mee,[],11,C. Daniels,[]
5,M. Keane,[],5,N. Aké,[]
2,M. Lowton,[],2,S. Francis,[]
13,J. Hendrick,[],15,A. Smith,[]
21,G. Boyd,"[('yellow-card', ""68'""), ('sub-out', ""90'+"")]",24,R. Fraser,"[('sub-out', ""81'"")]"
16,S. Defour,"[('sub-out', ""55'"")]",4,D. Gosling,"[('yellow-card', ""60'""), ('sub-out', ""72'"")]"
37,S. Arfield,"[('yellow-card', ""54'"")]",8,H. Arter,"[('yellow-card', ""34'"")]"
8,D. Marney,[],13,C. Wilson,"[('sub-out', ""59'"")]"
9,S. Vokes,"[('sub-out', ""55'"")]",9,B. Afobe,[]
