"
América
","
Veracruz
"
Starting XI
1,A. Marchesín,[],13,Melitón Hernández,[]
282,E. Álvarez,[],2,M. Alatorre,[]
12,Pablo Aguilar,[],4,A. Briseño ,[]
2,P. Goltz,[],23,Leobardo López,[]
6,M. Samudio,"[('yellow-card', ""82'"")]",30,K. Álvarez,[]
18,B. Valdez,"[('yellow-card', ""73'"")]",6,L. Martínez,"[('yellow-card', ""15'""), ('sub-out', ""70'"")]"
7,William da Silva,"[('yellow-card', ""25'"")]",14,C. Pellerano,"[('sub-out', ""76'"")]"
30,R. Ibarra,"[('sub-out', ""80'"")]",17,E. Arévalo,[]
24,O. Peralta,"[('sub-out', ""79'"")]",8,Á. Reyna,[]
10,C. Domínguez,[],15,E. Herrera,[]
31,C. Quintero,"[('sub-out', ""57'"")]",22,F. Flores,"[('yellow-card', ""40'""), ('sub-out', ""67'"")]"
