"
Burkina Faso
","
Tunisia
"
Starting XI
16,K. Koffi,[],16,A. Mathlouthi,[]
20,Y. Coulibaly,"[('yellow-card', ""67'"")]",2,S. Ben Youssef,"[('yellow-card', ""38'"")]"
2,S. Yago,[],20,M. Yacoubi,"[('yellow-card', ""34'"")]"
14,I. Dayo,[],21,H. Nagguez,[]
4,Bakary Koné,[],3,A. Abdennour,"[('yellow-card', ""22'"")]"
22,I. Touré,"[('yellow-card', ""83'""), ('sub-out', ""87'"")]",23,N. Sliti,[]
18,C. Kaboré,"[('yellow-card', ""19'"")]",13,F. Sassi,"[('sub-out', ""86'"")]"
8,Abdou Razak Traoré,[],10,W. Khazri,"[('sub-out', ""63'"")]"
21,C. Bayala,"[('sub-out', ""76'"")]",14,M. Ben Amor,[]
7,P. Nakoulma,"[('yellow-card', ""86'"")]",11,Y. Khenissi,"[('sub-out', ""86'"")]"
19,B. Traoré,"[('sub-out', ""90'+"")]",7,Y. Msakni,[]
