"
Middlesbrough
","
Swansea City
"
Starting XI
26,Víctor Valdés,[],1,Ł. Fabiański,[]
2,Fábio,"[('sub-out', ""87'"")]",22,Àngel Rangel,[]
25,C. Chambers,[],6,A. Mawson,[]
17,Barragán,[],2,Jordi Amat,[]
6,B. Gibson,[],3,N. Taylor,[]
14,M. de Roon,[],15,W. Routledge,"[('sub-out', ""77'"")]"
21,G. Ramírez,"[('sub-out', ""62'"")]",23,G. Sigurðsson,[]
34,A. Forshaw,[],7,L. Britton,"[('sub-out', ""70'"")]"
8,A. Clayton,[],56,J. Fulton,[]
11,V. Fischer,"[('sub-out', ""12'"")]",9,Llorente,[]
10,Álvaro Negredo,"[('yellow-card', ""90'"")]",17,M. Barrow,"[('sub-out', ""59'"")]"
