"
Crystal Palace
","
Southampton
"
Starting XI
13,W. Hennessey,[],1,F. Forster,[]
27,D. Delaney,[],2,Cédric Soares,[]
6,S. Dann,[],21,R. Bertrand,[]
5,J. Tomkins,"[('yellow-card', ""37'""), ('sub-out', ""89'"")]",17,V. van Dijk,[]
2,J. Ward,[],6,José Fonte,[]
11,W. Zaha,[],19,S. Boufal,"[('sub-out', ""76'"")]"
42,J. Puncheon,[],14,Oriol Romeu,[]
16,J. Ledley,[],22,N. Redmond,[]
10,A. Townsend,"[('sub-out', ""80'"")]",16,J. Ward-Prowse,[]
18,J. McArthur,"[('yellow-card', ""55'""), ('sub-out', ""89'"")]",23,P. Højbjerg,"[('sub-out', ""59'"")]"
17,C. Benteke,"[('yellow-card', ""70'"")]",10,C. Austin,"[('yellow-card', ""51'""), ('sub-out', ""76'"")]"
