"
Burnley
","
Manchester City
"
Starting XI
17,P. Robinson,[],1,C. Bravo,[]
6,B. Mee,[],30,N. Otamendi,"[('yellow-card', ""45'+"")]"
5,M. Keane,[],3,B. Sagna,[]
23,S. Ward,[],11,A. Kolarov,[]
2,M. Lowton,"[('yellow-card', ""66'"")]",22,G. Clichy,[]
25,J. Guðmunds­son,"[('sub-out', ""43'"")]",42,Y. Touré,[]
13,J. Hendrick,[],7,R. Sterling,"[('sub-out', ""57'"")]"
16,S. Defour,"[('sub-out', ""80'"")]",6,Fernando,[]
21,G. Boyd,[],25,Fernandinho,[]
8,D. Marney,"[('yellow-card', ""34'""), ('sub-out', ""40'"")]",9,Nolito,"[('yellow-card', ""74'""), ('sub-out', ""78'"")]"
9,S. Vokes,[],10,S. Agüero,"[('yellow-card', ""70'""), ('sub-out', ""89'"")]"
