"
Leicester City
","
Middlesbrough"
Starting XI
21,R. Zieler,[],26,Víctor Valdés,"[('yellow-card', ""90'+"")]"
6,R. Huth,[],17,Barragán,[]
28,C. Fuchs,"[('yellow-card', ""37'"")]",6,B. Gibson,[]
5,W. Morgan,[],25,C. Chambers,"[('yellow-card', ""31'"")]"
17,D. Simpson,[],2,Fábio,[]
13,D. Amartey,"[('yellow-card', ""51'"")]",8,A. Clayton,[]
11,M. Albrighton,"[('yellow-card', ""29'"")]",14,M. de Roon,[]
10,A. King,[],21,G. Ramírez,"[('sub-out', ""88'"")]"
9,J. Vardy,"[('yellow-card', ""65'""), ('sub-out', ""65'"")]",34,A. Forshaw,[]
20,S. Okazaki,"[('sub-out', ""76'"")]",37,Adama Traoré,"[('sub-out', ""79'"")]"
26,R. Mahrez,"[('sub-out', ""68'"")]",10,Álvaro Negredo,"[('yellow-card', ""34'"")]"
