"
Nantes
","
Angers SCO
"
Starting XI
30,M. Dupé,[],16,M. Michel,[]
6,Lucas Lima,[],29,V. Manceau,"[('yellow-card', ""21'"")]"
15,L. Dubois,[],24,R. Thomas,[]
3,Diego Carlos,[],28,I. Cissokho,"[('red-card', ""86'"")]"
26,K. Djidji,[],8,I. Traoré,[]
28,V. Rongier,[],18,B. Santamaria,"[('sub-out', ""77'"")]"
11,A. Kačaniklić,"[('sub-out', ""65'"")]",17,C. N'Doye,[]
27,G. Gillet,[],5,T. Mangani,[]
8,A. Thomasson,"[('sub-out', ""85'"")]",7,K. Toko Ekambi,"[('sub-out', ""58'"")]"
22,P. Nakoulma,[],22,J. Bamba,"[('sub-out', ""58'"")]"
9,E. Sala,"[('sub-out', ""65'"")]",9,F. Diedhiou,[]
