"
Valencia
","
Málaga
"
Starting XI
1,Diego Alves,[],13,D. Boyko,[]
24,E. Garay,"[('yellow-card', ""73'"")]",15,F. Ricca,[]
5,E. Mangala,[],4,M. Villanueva,[]
2,João Cancelo,"[('yellow-card', ""68'"")]",18,R. Rosales,[]
6,Guilherme Siqueira,"[('sub-out', ""58'"")]",23,Miguel Torres,[]
23,A. Abdennour,"[('yellow-card', ""85'"")]",39,Javi Ontiveros,[]
10,Dani Parejo,"[('sub-out', ""69'"")]",6,Ignacio Camacho,[]
7,Mario Suárez,[],31,Pablo Fornals,[]
20,Álvaro Medrán,"[('yellow-card', ""73'"")]",11,G. Castro,"[('yellow-card', ""9'""), ('sub-out', ""63'"")]"
9,Munir,"[('sub-out', ""84'"")]",10,J. Añor,"[('sub-out', ""69'"")]"
19,Rodrigo,"[('yellow-card', ""44'"")]",8,Michael Santos,"[('sub-out', ""77'"")]"
