"
Sassuolo
","
Internazionale
"
Starting XI
47,A. Consigli,[],1,S. Handanovič,[]
20,Pol Lirola,[],33,D. D'Ambrosio,[]
15,F. Acerbi,[],15,C. Ansaldi,[]
5,L. Antei,[],25,João Miranda,[]
39,C. Dell'Orco,[],24,J. Murillo,[]
12,S. Sensi,[],6,João Mário,"[('yellow-card', ""68'""), ('sub-out', ""69'"")]"
22,L. Mazzitelli,"[('sub-out', ""77'"")]",5,Felipe Melo,"[('yellow-card', ""75'""), ('sec-yellow-card', ""90'+"")]"
6,L. Pellegrini,"[('sub-out', ""60'"")]",77,M. Brozović,"[('yellow-card', ""72'"")]"
11,G. Defrel,[],87,A. Candreva,"[('sub-out', ""90'+"")]"
27,F. Ricci,"[('sub-out', ""60'"")]",9,M. Icardi,[]
90,A. Ragusa,[],44,I. Perišić,[]
