"
NEC
","
Go Ahead Eagles
"
Starting XI
1,J. Delle,[],1,T. Zwarthoed,"[('yellow-card', ""77'"")]"
6,M. Dyrestam,[],32,J. Groenbast,[]
3,D. Dumić,[],3,S. Fischer,[]
24,A. Fomitschow,[],4,X. Schenk,[]
4,W. Golla,[],6,S. Duits,"[('sub-out', ""75'"")]"
19,J. von Haacke,"[('sub-out', ""46'"")]",29,Chirivella,[]
16,F. Kadioglu,"[('sub-out', ""72'"")]",7,D. Crowley,"[('sub-out', ""71'"")]"
34,G. Breinburg,[],24,M. Ritzmaier,[]
17,J. Grot,[],19,S. Hendriks,"[('sub-out', ""84'"")]"
18,K. Mayi,"[('yellow-card', ""42'""), ('sub-out', ""46'"")]",77,J. Antonia,"[('yellow-card', ""15'"")]"
20,M. Rayhi,[],28,E. Manu,"[('yellow-card', ""24'""), ('sec-yellow-card', ""63'"")]"
