"
West Bromwich Albion
","
Sunderland
"
Starting XI
1,B. Foster,[],1,V. Mannone,[]
2,A. Nyom,"[('yellow-card', ""90'+"")]",5,P. Djilobodji,[]
25,C. Dawson,[],16,J. O'Shea,[]
23,G. McAuley,[],3,P. van Aanholt,[]
11,C. Brunt,[],2,B. Jones,[]
5,C. Yacob,[],4,J. Denayer,"[('sub-out', ""79'"")]"
22,N. Chadli,"[('sub-out', ""81'"")]",44,A. Januzaj,"[('sub-out', ""66'"")]"
24,D. Fletcher,[],39,G. Honeyman,"[('yellow-card', ""85'"")]"
7,J. Morrison,"[('sub-out', ""72'"")]",8,J. Rodwell,[]
10,M. Phillips,[],7,S. Larsson,[]
9,S. Rondón,"[('sub-out', ""87'"")]",18,J. Defoe,[]
