"
Southampton
","
Everton
"
Starting XI
1,F. Forster,[],22,M. Stekelenburg,[]
21,R. Bertrand,[],3,L. Baines,"[('sub-out', ""83'"")]"
6,José Fonte,[],23,S. Coleman,[]
2,Cédric Soares,[],5,A. Williams,"[('yellow-card', ""84'"")]"
17,V. van Dijk,[],6,P. Jagielka,[]
14,Oriol Romeu,[],8,R. Barkley,"[('sub-out', ""71'"")]"
22,N. Redmond,"[('sub-out', ""79'"")]",18,G. Barry,[]
16,J. Ward-Prowse,[],14,Y. Bolasie,[]
23,P. Højbjerg,[],12,A. Lennon,"[('sub-out', ""65'"")]"
39,J. Sims,"[('sub-out', ""84'"")]",17,I. Gueye,[]
10,C. Austin,"[('sub-out', ""89'"")]",10,R. Lukaku,"[('yellow-card', ""78'"")]"
