"
Morelia
","
Tijuana
"
Starting XI
1,F. Rodríguez,[],25,G. Lajud,"[('yellow-card', ""19'"")]"
17,E. Loeschbor,[],6,J. Valenzuela,[]
5,F. Erpen,"[('yellow-card', ""49'"")]",16,M. Orozco,[]
8,J. Rodríguez,"[('sub-out', ""66'"")]",15,D. Pérez,[]
19,D. Valdés,"[('sub-out', ""73'"")]",19,E. Aguilera,[]
11,J. Zárate,[],5,G. Rodríguez,"[('yellow-card', ""25'"")]"
20,R. Millar,"[('yellow-card', ""68'"")]",26,J. Medina,"[('sub-out', ""58'"")]"
12,R. Vilchis,"[('sub-out', ""67'"")]",10,I. Malcorra,"[('sub-out', ""73'"")]"
28,C. Morales,[],18,A. Hurtado,[]
25,M. Osuna,"[('yellow-card', ""80'"")]",20,P. Arriola,"[('sub-out', ""46'"")]"
9,R. Ruidíaz,[],9,M. Caraglio,[]
