"
Olympique Marseille
","
Lille
"
Starting XI
16,Y. Pelé,[],1,V. Enyeama,[]
24,R. Fanni,[],18,F. Béria,"[('sub-out', ""48'"")]"
2,H. Sakai,[],23,A. Soumaoro,[]
15,T. Hubočan,[],2,S. Corchia,[]
6,Rolando,[],25,M. Baša,"[('sub-out', ""74'"")]"
29,A. Zambo Anguissa,[],27,N. Sliti,[]
27,M. Lopez,"[('sub-out', ""82'"")]",6,I. Amadou,[]
19,W. Vainqueur,[],4,Y. Sankhare,[]
26,F. Thauvin,"[('sub-out', ""86'"")]",17,Rony Lopes,"[('sub-out', ""82'"")]"
14,C. N'Jie,[],19,Éder,[]
18,B. Gomis,"[('sub-out', ""75'"")]",9,Y. Benzia,[]
