"
Houston Dynamo
","
New York RB
"
Starting XI
1,T. Deric,[],31,L. Robles,[]
15,D. Remick,"[('yellow-card', ""70'"")]",5,C. Lade,"[('yellow-card', ""28'""), ('sub-out', ""57'"")]"
20,A. DeLaGarza,[],92,K. Lawrence,[]
2,J. Anibaba,[],33,A. Long,[]
3,A. Machado,[],78,A. Collin,"[('sub-out', ""39'"")]"
13,R. Clark,"[('sub-out', ""59'"")]",8,Felipe Martins,[]
14,Alex,[],77,D. Royer,"[('sub-out', ""69'"")]"
6,E. Alexander,[],7,D. Etienne,[]
9,E. Torres,"[('yellow-card', ""86'"")]",16,S. Klještan,[]
11,A. Wenger,"[('sub-out', ""64'"")]",4,T. Adams,"[('yellow-card', ""44'"")]"
19,M. Manotas,"[('sub-out', ""77'"")]",99,B. Wright-Phillips,[]
