"
Sunderland
","
Watford
"
Starting XI
13,J. Pickford,[],1,Gomes,[]
23,L. Koné,[],25,J. Holebas,[]
3,P. van Aanholt,[],18,C. Zúñiga,"[('sub-out', ""56'"")]"
4,J. Denayer,[],3,M. Britos,[]
5,P. Djilobodji,[],5,S. Prödl,"[('sub-out', ""31'"")]"
22,D. Love,"[('sub-out', ""88'"")]",4,Y. Kaboul,"[('yellow-card', ""75'""), ('sub-out', ""78'"")]"
17,D. Ndong,[],29,E. Capoue,[]
44,A. Januzaj,"[('yellow-card', ""36'""), ('sub-out', ""80'"")]",11,V. Behrami,"[('yellow-card', ""45'+"")]"
18,J. Defoe,[],7,N. Amrabat,[]
28,V. Anichebe,[],9,T. Deeney,[]
9,F. Borini,"[('sub-out', ""90'+"")]",24,O. Ighalo,[]
