"
Milan
","
Crotone
"
Starting XI
99,G. Donnarumma,[],1,A. Cordaz,[]
29,G. Paletta,[],17,F. Ceccherini,[]
13,A. Romagnoli,[],22,A. Rosi,"[('yellow-card', ""43'"")]"
20,I. Abate,[],13,G. Ferrari,[]
2,M. De Sciglio,[],8,L. Crisetig,"[('yellow-card', ""52'"")]"
23,J. Sosa,"[('yellow-card', ""63'""), ('sub-out', ""73'"")]",87,B. Martella,"[('sub-out', ""75'"")]"
80,M. Pašalić,[],28,L. Capezzi,[]
73,M. Locatelli,"[('yellow-card', ""49'"")]",6,M. Rohdén,"[('yellow-card', ""60'""), ('sub-out', ""88'"")]"
11,M. Niang,"[('sub-out', ""81'"")]",11,D. Falcinelli,[]
8,Suso,[],12,A. Stoian,"[('yellow-card', ""67'""), ('sub-out', ""71'"")]"
9,G. Lapadula,"[('yellow-card', ""87'""), ('sub-out', ""89'"")]",29,M. Trotta,[]
