"
Milan
","
Atalanta"
Starting XI
99,G. Donnarumma,[],57,M. Sportiello,"[('yellow-card', ""90'+"")]"
29,G. Paletta,[],24,A. Conti,"[('yellow-card', ""80'"")]"
13,A. Romagnoli,[],13,M. Caldara,[]
20,I. Abate,[],3,Rafael Tolói,[]
31,L. Antonelli,"[('sub-out', ""71'"")]",5,A. Masiello,"[('yellow-card', ""36'""), ('sub-out', ""58'"")]"
5,G. Bonaventura,"[('yellow-card', ""26'""), ('sub-out', ""87'"")]",4,R. Gagliardini,[]
80,M. Pašalić,"[('yellow-card', ""74'"")]",27,J. Kurtič,"[('sub-out', ""64'"")]"
33,J. Kucka,[],19,F. Kessié,[]
91,A. Bertolacci,"[('yellow-card', ""64'"")]",10,A. Gómez,"[('yellow-card', ""90'+"")]"
8,Suso,[],37,L. Spinazzola,"[('yellow-card', ""25'""), ('sub-out', ""70'"")]"
9,G. Lapadula,"[('sub-out', ""82'"")]",29,A. Petagna,"[('yellow-card', ""87'"")]"
