"
León
","
Pumas
"
Starting XI
25,W. Yarbrough,[],1,Alejandro Palacios,"[('yellow-card', ""45'+"")]"
5,F. Navarro,"[('yellow-card', ""45'+"")]",4,D. Verón,[]
3,G. Burdisso,[],3,G. Alcoba,"[('yellow-card', ""14'"")]"
35,Juan González,[],2,J. Van Rankin,"[('yellow-card', ""78'"")]"
24,O. Rodríguez,[],17,J. Gallardo,"[('yellow-card', ""89'"")]"
11,A. Andrade,"[('yellow-card', ""79'"")]",5,A. Mendoza,[]
27,C. Peña,"[('sub-out', ""68'"")]",6,K. Escamilla,"[('sub-out', ""61'"")]"
26,C. Valdéz,[],10,Abraham,[]
20,L. López,[],11,B. Rabello,[]
10,L. Montes,[],8,P. Barrera,"[('sub-out', ""84'"")]"
17,M. Boselli,[],7,J. Cortés,[]
