"
PSG
","
Nancy
"
Starting XI
1,K. Trapp,[],1,S. Chernik,[]
19,S. Aurier,[],17,F. Maouassa,"[('yellow-card', ""37'"")]"
3,P. Kimpembe,"[('yellow-card', ""61'"")]",14,J. Cuffaut,[]
2,Thiago Silva,[],24,E. Cabaco,[]
20,L. Kurzawa,[],26,V. Muratori,[]
6,M. Verratti,[],4,M. Diagne,[]
10,J. Pastore,[],18,D. Guidileye,[]
7,Lucas Moura,"[('sub-out', ""64'"")]",19,L. Puyo,[]
4,G. Krychowiak,"[('sub-out', ""46'"")]",6,Y. Ait Bennasser,"[('sub-out', ""82'"")]"
9,E. Cavani,[],10,I. Dia,"[('yellow-card', ""45'+""), ('sub-out', ""88'"")]"
15,Goncalo Guedes,"[('sub-out', ""77'"")]",23,A. Koura,"[('yellow-card', ""55'""), ('sub-out', ""69'"")]"
