"
Burnley
","
Lincoln City
"
Starting XI
1,T. Heaton,[],1,P. Farman,[]
4,J. Flanagan,[],3,S. Habergham,[]
5,M. Keane,[],25,S. Raggett,[]
26,J. Tarkowski,[],2,B. Wood,"[('yellow-card', ""70'"")]"
27,T. Darikwa,[],5,L. Waterfall,[]
19,J. Barton,"[('yellow-card', ""70'"")]",11,T. Hawkridge,"[('sub-out', ""81'"")]"
37,S. Arfield,[],28,N. Arnold,[]
25,J. Guðmunds­son,"[('sub-out', ""20'"")]",30,A. Woodyard,[]
18,A. Westwood,[],8,A. Power,"[('yellow-card', ""17'"")]"
9,S. Vokes,"[('sub-out', ""73'"")]",9,M. Rhead,"[('sub-out', ""90'+"")]"
7,A. Gray,[],7,J. Muldoon,"[('sub-out', ""64'"")]"
