"
Real Madrid
","
Real Sociedad
"
Starting XI
1,K. Navas,[],1,G. Rulli,[]
23,Danilo,[],20,Joseba Zaldúa,[]
6,Nacho,[],22,Raúl Navas,[]
5,R. Varane,[],6,Íñigo Martínez,"[('yellow-card', ""6'""), ('sec-yellow-card', ""74'"")]"
4,Sergio Ramos,[],17,Zurutuza,[]
14,Casemiro,[],16,Canales,"[('sub-out', ""77'"")]"
8,T. Kroos,"[('yellow-card', ""39'"")]",4,Illarramendi,[]
16,M. Kovačić,"[('sub-out', ""77'"")]",32,K. Rodrigues,"[('yellow-card', ""71'"")]"
9,K. Benzema,"[('sub-out', ""66'"")]",12,Willian José,"[('sub-out', ""57'"")]"
17,Lucas Vázquez,"[('yellow-card', ""77'""), ('sub-out', ""84'"")]",18,Mikel Oyarzabal,"[('sub-out', ""57'"")]"
7,Cristiano Ronaldo,[],7,Juanmi,[]
