"
Osasuna
","
Sevilla
"
Starting XI
1,Mario,"[('yellow-card', ""81'"")]",1,Sergio Rico,[]
21,Carlos Clerc,[],3,Mariano,[]
15,Unai García,[],23,A. Rami,"[('yellow-card', ""29'"")]"
3,C. Bonnín,[],21,N. Pareja,[]
6,Oier,[],24,G. Mercado,"[('sub-out', ""65'"")]"
8,G. Čaušić,"[('sub-out', ""74'"")]",18,Sergio Escudero,[]
10,Roberto Torres,"[('yellow-card', ""18'"")]",8,Iborra,"[('yellow-card', ""44'"")]"
14,Fausto Tienza,"[('yellow-card', ""2'""), ('sub-out', ""88'"")]",15,S. N'Zonzi,"[('yellow-card', ""18'"")]"
11,Álex Berenguer,[],22,F. Vázquez,"[('sub-out', ""84'"")]"
7,Sergio León,"[('sub-out', ""71'"")]",16,S. Jovetić,[]
9,Oriol Riera,"[('yellow-card', ""81'"")]",12,W. Ben Yedder,"[('sub-out', ""90'"")]"
