"
Morelia
","
Guadalajara
"
Starting XI
1,F. Rodríguez,[],30,R. Cota,[]
17,E. Loeschbor,"[('yellow-card', ""30'"")]",6,Edwin Hernández,[]
2,E. Pérez,[],3,C. Salcido,[]
3,G. Rodríguez,"[('yellow-card', ""43'"")]",2,O. Alanís,[]
24,G. Achilier,[],23,J. Vázquez,[]
19,D. Valdés,"[('yellow-card', ""68'"")]",7,O. Pineda,"[('sub-out', ""58'"")]"
20,R. Millar,"[('sub-out', ""78'"")]",20,R. Pizarro,"[('sub-out', ""90'"")]"
26,A. Rocha,[],14,Á. Zaldívar,[]
23,J. Cuero,"[('yellow-card', ""81'""), ('sub-out', ""88'"")]",17,J. Sánchez,"[('yellow-card', ""72'"")]"
9,R. Ruidíaz,"[('sub-out', ""79'"")]",9,A. Pulido,"[('sub-out', ""67'"")]"
22,A. Polo,[],21,C. Fierro,[]
