"
PSV
","
Roda JC
"
Starting XI
1,J. Zoet,[],1,B. van Leer,[]
2,N. Isimat-Mirin,[],27,F. Ananou,"[('yellow-card', ""71'"")]"
4,S. Arias,[],5,A. van Peppen,[]
15,J. Willems,[],20,D. Werker,[]
3,H. Moreno,[],3,C. Kum,[]
23,B. Ramselaar,"[('sub-out', ""66'"")]",4,O. Gnjatić,"[('sub-out', ""90'"")]"
6,D. Pröpper,[],7,T. Van Hyfte,"[('yellow-card', ""49'"")]"
18,A. Guardado,[],14,A. Ajagun,[]
10,S. de Jong,"[('sub-out', ""75'"")]",19,M. Paulissen,[]
9,L. de Jong,[],9,D. Schahin,"[('sub-out', ""75'"")]"
7,G. Pereiro,"[('sub-out', ""81'"")]",15,G. van Velzen,"[('sub-out', ""46'"")]"
