"
Heracles
","
Excelsior"
Starting XI
1,B. Castro,[],25,W. Hahn,[]
4,R. Pröpper,"[('yellow-card', ""59'"")]",15,J. Mattheij,"[('yellow-card', ""27'""), ('sec-yellow-card', ""34'"")]"
3,M. te Wierik,"[('sub-out', ""72'"")]",5,B. Kuipers,[]
27,J. Hoogma,[],30,J. de Wijs,[]
10,T. Bruns,[],2,K. Karami,[]
20,P. van Ooijen,[],10,L. Bruins,"[('yellow-card', ""36'"")]"
21,R. Gosens,"[('sub-out', ""87'"")]",24,H. Faik,[]
14,J. Pelupessy,"[('sub-out', ""68'"")]",8,R. Koolwijk,[]
17,B. Kuwas,[],9,T. Ondaan,"[('sub-out', ""46'"")]"
18,K. Peterson,[],11,S. Elbers,"[('sub-out', ""71'"")]"
9,S. Armenteros,[],7,N. Hasselbaink,"[('sub-out', ""79'"")]"
