"
Pachuca
","
Toluca
"
Starting XI
21,Ó. Pérez,[],1,A. Talavera,[]
26,E. Aguirre,"[('sub-out', ""35'"")]",3,A. Galindo,"[('yellow-card', ""83'"")]"
23,O. Murillo,[],29,Rodrigo Salinas,"[('yellow-card', ""44'"")]"
4,O. González,[],5,O. González,[]
5,V. Guzmán,"[('sub-out', ""84'"")]",2,E. Velarde,[]
6,R. López,"[('yellow-card', ""43'"")]",19,R. Sambueza,"[('yellow-card', ""60'""), ('sub-out', ""90'+"")]"
16,J. Hernández,"[('yellow-card', ""29'"")]",25,J. Méndez,"[('yellow-card', ""57'"")]"
15,E. Gutiérrez,[],24,P. Barrientos,"[('yellow-card', ""27'"")]"
10,J. Urretaviscaya,"[('sub-out', ""70'"")]",15,A. Ríos,"[('yellow-card', ""20'""), ('sub-out', ""79'"")]"
8,H. Lozano,[],7,Gabriel Hauche,"[('sub-out', ""68'"")]"
29,F. Jara,[],20,F. Uribe,[]
